State_Name,District_Name,Crop_Year,Season,Crop,Area,Unit,Value,Domain,Unit,Value,average_rain_fall_mm_per_year,hg/ha_yield,pesticides_tonnes,avg_temp,humidity,ph
Karnataka,BIDAR,2013,Kharif     ,Maize,2145,hg/ha,63249,Pesticides Use,tonnes of active ingredients,2988.54,1500,139499,342580,22.12,65.44340921,6.392791654
Karnataka,BIDAR,2013,Kharif     ,Moong(Green Gram),35857,hg/ha,52583,Pesticides Use,tonnes of active ingredients,3023.72,1500,139499,342580,20.72,55.196224,6.348316257
Karnataka,BIDAR,2013,Kharif     ,Niger seed,1179,hg/ha,53188,Pesticides Use,tonnes of active ingredients,3058.9,1500,139499,342580,18.18,62.88179198,6.123796057
Karnataka,BIDAR,2013,Kharif     ,Onion,343,hg/ha,63857,Pesticides Use,tonnes of active ingredients,3094.08,1500,139499,342580,18.18,57.04151119,7.428523634
Karnataka,BIDAR,2013,Kharif     ,Other Kharif pulses,1028,hg/ha,48558,Pesticides Use,tonnes of active ingredients,3129.26,1500,139499,342580,28.18,50.04557009,6.020947179
Karnataka,BIDAR,2013,Kharif     ,Potato,49,hg/ha,44790,Pesticides Use,tonnes of active ingredients,3164.45,1500,139499,342580,20.72,53.74144743,6.334610249
Karnataka,BIDAR,2013,Kharif     ,Rapeseed &Mustard,159,hg/ha,49903,Pesticides Use,tonnes of active ingredients,3199.63,1500,139499,342580,27.56,66.4132686,6.78006386
Karnataka,BIDAR,2013,Kharif     ,Rice,3572,hg/ha,44697,Pesticides Use,tonnes of active ingredients,3234.81,778,139499,342580,19.01,56.63636248,6.086922359
Karnataka,BIDAR,2013,Kharif     ,Sesamum,2546,hg/ha,20559,Pesticides Use,tonnes of active ingredients,3269.99,778,139499,342580,26.3,67.22512329,6.362607851
Karnataka,BIDAR,2013,Kharif     ,Small millets,29,hg/ha,45053,Pesticides Use,tonnes of active ingredients,3305.17,778,139499,342580,24.95,52.12739421,6.758792552
Karnataka,BIDAR,2013,Kharif     ,Soyabean,109391,hg/ha,55527,Pesticides Use,tonnes of active ingredients,3340.35,778,139499,342580,25.78,60.39647474,6.779832611
Karnataka,BIDAR,2013,Kharif     ,Sunflower,1780,hg/ha,41975,Pesticides Use,tonnes of active ingredients,3375.53,778,43667,342580,22.12,64.72543073,7.234258375
Karnataka,BIDAR,2013,Kharif     ,Urad,32928,hg/ha,60460,Pesticides Use,tonnes of active ingredients,2550.07,778,43667,342580,20.72,51.59100753,6.691541233
Karnataka,BIDAR,2013,Rabi       ,Dry chillies,31,hg/ha,51224,Pesticides Use,tonnes of active ingredients,2185.07,778,43667,342580,18.18,67.09608099,6.809593554
Karnataka,BIDAR,2013,Rabi       ,Gram,50943,hg/ha,51224,Pesticides Use,tonnes of active ingredients,2185.07,778,43667,342580,18.18,60.76645256,6.485761419
Karnataka,BIDAR,2013,Rabi       ,Jowar,24711,hg/ha,59874,Pesticides Use,tonnes of active ingredients,2185.07,778,43667,342580,28.18,58.45742907,6.784460602
Karnataka,BIDAR,2013,Rabi       ,Linseed,439,hg/ha,55316,Pesticides Use,tonnes of active ingredients,1670,1500,43667,342580,20.72,53.00366334,7.167092586
Karnataka,BIDAR,2013,Rabi       ,Maize,451,hg/ha,58805,Pesticides Use,tonnes of active ingredients,1670,1500,43667,342580,27.56,54.30329632,6.73410539
Karnataka,BIDAR,2013,Rabi       ,Onion,455,hg/ha,88833,Pesticides Use,tonnes of active ingredients,1670,1500,43667,342580,19.01,64.10651528,6.779984384
Karnataka,BIDAR,2013,Rabi       ,Other  Rabi pulses,434,hg/ha,84826,Pesticides Use,tonnes of active ingredients,5727,1500,43667,342580,26.3,55.83288958,7.277422738
Karnataka,BIDAR,2013,Rabi       ,Potato,130,hg/ha,87630,Pesticides Use,tonnes of active ingredients,6753,1500,43667,342580,24.95,56.7685316,7.21270048
Karnataka,BIDAR,2013,Rabi       ,Safflower,11513,hg/ha,94123,Pesticides Use,tonnes of active ingredients,3303,1500,43667,342580,25.78,65.64381357,7.487266991
Karnataka,BIDAR,2013,Rabi       ,Sunflower,2262,hg/ha,89618,Pesticides Use,tonnes of active ingredients,1716,1500,258859,342580,22.12,66.02411187,7.231166546
Karnataka,BIDAR,2013,Rabi       ,Wheat,6656,hg/ha,84633,Pesticides Use,tonnes of active ingredients,1664,1500,258859,342580,20.72,62.1445102,6.559817161
Karnataka,BIDAR,2013,Summer     ,Dry chillies,30,hg/ha,96859,Pesticides Use,tonnes of active ingredients,2599,1500,258859,342580,18.18,62.26594559,6.979590627
Karnataka,BIDAR,2013,Summer     ,Groundnut,574,hg/ha,102231,Pesticides Use,tonnes of active ingredients,2538,1500,258859,342580,18.18,63.55324262,6.779230041
Karnataka,BIDAR,2013,Summer     ,Maize,170,hg/ha,94383,Pesticides Use,tonnes of active ingredients,2762,1500,258859,342580,28.18,61.03273481,6.217974349
Karnataka,BIDAR,2013,Summer     ,Onion,123,hg/ha,85679,Pesticides Use,tonnes of active ingredients,2883,1500,258859,342580,20.72,54.36976075,7.205078785
Karnataka,BIDAR,2013,Summer     ,Potato,26,hg/ha,106591,Pesticides Use,tonnes of active ingredients,2918.18,1500,258859,342580,27.56,54.28617819,6.854011265
Karnataka,BIDAR,2013,Summer     ,Sunflower,247,hg/ha,102567,Pesticides Use,tonnes of active ingredients,2953.36,1500,258859,342580,19.01,52.24226285,6.246872394
Karnataka,BIDAR,2013,Whole Year ,Cashewnut,62,hg/ha,114017,Pesticides Use,tonnes of active ingredients,2988.54,1500,258859,342580,26.3,55.7497332,6.911066044
Karnataka,BIDAR,2013,Whole Year ,Coconut ,29,hg/ha,101973,Pesticides Use,tonnes of active ingredients,3023.72,1500,258859,342580,24.95,61.26002598,6.777417989
Karnataka,BIDAR,2013,Whole Year ,Coriander,55,hg/ha,99305,Pesticides Use,tonnes of active ingredients,3058.9,1500,258859,342580,25.78,55.51673151,6.273741983
Karnataka,BIDAR,2013,Whole Year ,Dry ginger,775,hg/ha,94897,Pesticides Use,tonnes of active ingredients,3094.08,1500,41271,342580,22.12,50.56339727,6.906124587
Karnataka,BIDAR,2013,Whole Year ,Garlic,93,hg/ha,92670,Pesticides Use,tonnes of active ingredients,3129.26,1500,41271,342580,20.72,57.93250202,7.162802357
Karnataka,BIDAR,2013,Whole Year ,Mesta,146,hg/ha,92867,Pesticides Use,tonnes of active ingredients,3164.45,1500,41271,342580,18.18,54.41094079,6.955787351
Karnataka,BIDAR,2013,Whole Year ,Sannhamp,120,hg/ha,103753,Pesticides Use,tonnes of active ingredients,3199.63,1500,41271,342580,18.18,61.10935084,6.971963169
Karnataka,BIDAR,2013,Whole Year ,Sugarcane,26490,hg/ha,97210,Pesticides Use,tonnes of active ingredients,3234.81,778,41271,342580,28.18,67.37768353,6.840927967
Karnataka,BIDAR,2013,Whole Year ,Turmeric,79,hg/ha,83916,Pesticides Use,tonnes of active ingredients,3269.99,778,41271,342580,20.72,68.66257977,6.536676653
Karnataka,BIDAR,2014,Kharif     ,Arhar/Tur,65965,hg/ha,84117,Pesticides Use,tonnes of active ingredients,3305.17,778,41271,342580,27.56,53.57285558,6.089443603
Karnataka,BIDAR,2014,Kharif     ,Bajra,3724,hg/ha,73909,Pesticides Use,tonnes of active ingredients,3340.35,778,41271,342580,19.01,52.25738495,7.456460375
Karnataka,BIDAR,2014,Kharif     ,Castor seed,11,hg/ha,101737,Pesticides Use,tonnes of active ingredients,3375.53,778,41271,342580,26.3,57.1621814,6.759211911
Karnataka,BIDAR,2014,Kharif     ,Cotton(lint),291,hg/ha,99563,Pesticides Use,tonnes of active ingredients,2550.07,778,41271,342580,24.95,58.50650238,7.460174812
Karnataka,BIDAR,2014,Kharif     ,Cowpea(Lobia),54,hg/ha,110199,Pesticides Use,tonnes of active ingredients,2185.07,778,41271,342580,25.78,57.88370456,6.652642579
Karnataka,BIDAR,2014,Kharif     ,Dry chillies,284,hg/ha,102702,Pesticides Use,tonnes of active ingredients,2185.07,778,23172,342580,22.12,55.18792166,6.026287448
Karnataka,BIDAR,2014,Kharif     ,Groundnut,243,hg/ha,105495,Pesticides Use,tonnes of active ingredients,2185.07,778,23172,342580,20.72,59.68849145,6.074190142
Karnataka,BIDAR,2014,Kharif     ,Jowar,24725,hg/ha,113445,Pesticides Use,tonnes of active ingredients,1670,1500,23172,342580,18.18,69.94807345,7.045543056
Karnataka,BIDAR,2014,Kharif     ,Maize,1065,hg/ha,111451,Pesticides Use,tonnes of active ingredients,1670,1500,23172,342580,18.18,53.83876189,6.993236001
Karnataka,BIDAR,2014,Kharif     ,Moong(Green Gram),29743,hg/ha,113970,Pesticides Use,tonnes of active ingredients,1670,1500,23172,342580,28.18,63.37479229,6.726528895
Karnataka,BIDAR,2014,Kharif     ,Niger seed,1120,hg/ha,106007,Pesticides Use,tonnes of active ingredients,5727,1500,23172,342580,20.72,64.47858698,6.937352845
Karnataka,BIDAR,2014,Kharif     ,Onion,170,hg/ha,107736,Pesticides Use,tonnes of active ingredients,6753,1500,23172,342580,27.56,62.67087838,7.27905689
Karnataka,BIDAR,2014,Kharif     ,Other Kharif pulses,401,hg/ha,108429,Pesticides Use,tonnes of active ingredients,3303,1500,23172,342580,19.01,67.96910852,7.079850922
Karnataka,BIDAR,2014,Kharif     ,Potato,66,hg/ha,109663,Pesticides Use,tonnes of active ingredients,1716,1500,23172,342580,26.3,52.31098539,6.136286518
Karnataka,BIDAR,2014,Kharif     ,Rapeseed &Mustard,50,hg/ha,102967,Pesticides Use,tonnes of active ingredients,1664,1500,23172,342580,24.95,64.57578034,6.505203696
Karnataka,BIDAR,2014,Kharif     ,Rice,2063,hg/ha,107878,Pesticides Use,tonnes of active ingredients,2599,1500,23172,342580,25.78,54.15319242,7.042089492
Karnataka,BIDAR,2014,Kharif     ,Sesamum,2054,hg/ha,109486,Pesticides Use,tonnes of active ingredients,2538,1500,29475,342580,22.12,68.4233391,6.348337519
Karnataka,BIDAR,2014,Kharif     ,Small millets,20,hg/ha,113299,Pesticides Use,tonnes of active ingredients,2762,1500,29475,342580,20.72,52.26311691,7.432322234
Karnataka,BIDAR,2014,Kharif     ,Soyabean,120020,hg/ha,111788,Pesticides Use,tonnes of active ingredients,2883,1500,29475,342580,18.18,67.06230539,6.787658922
Karnataka,BIDAR,2014,Kharif     ,Sunflower,1014,hg/ha,109224,Pesticides Use,tonnes of active ingredients,2918.18,1500,29475,342580,18.18,68.44030686,6.743417121
Karnataka,BIDAR,2014,Kharif     ,Urad,23718,hg/ha,123914,Pesticides Use,tonnes of active ingredients,2953.36,1500,29475,342580,28.18,68.48030408,7.00733163
Karnataka,BIDAR,2014,Rabi       ,Dry chillies,32,hg/ha,120458,Pesticides Use,tonnes of active ingredients,2988.54,1500,29475,342580,20.72,58.84880599,7.303033217
Karnataka,BIDAR,2014,Rabi       ,Gram,25973,hg/ha,130674,Pesticides Use,tonnes of active ingredients,3023.72,1500,29475,342580,27.56,69.71184111,6.861235184
Karnataka,BIDAR,2014,Rabi       ,Jowar,15021,hg/ha,117082,Pesticides Use,tonnes of active ingredients,3058.9,1500,29475,342580,19.01,50.50148528,7.131435858
Karnataka,BIDAR,2014,Rabi       ,Linseed,150,hg/ha,108858,Pesticides Use,tonnes of active ingredients,3094.08,1500,29475,342580,26.3,56.46829641,7.288211994
Karnataka,BIDAR,2014,Rabi       ,Maize,396,hg/ha,109007,Pesticides Use,tonnes of active ingredients,3129.26,1500,29475,342580,24.95,50.66687215,6.983732393
Karnataka,BIDAR,2014,Rabi       ,Onion,389,hg/ha,139975,Pesticides Use,tonnes of active ingredients,3164.45,1500,29475,342580,25.78,58.52534263,6.172090205
Karnataka,BIDAR,2014,Rabi       ,Other  Rabi pulses,188,hg/ha,141367,Pesticides Use,tonnes of active ingredients,3199.63,1500,118459,342580,22.12,57.56695719,6.35118177
Karnataka,BIDAR,2014,Rabi       ,Potato,53,hg/ha,130422,Pesticides Use,tonnes of active ingredients,3234.81,778,118459,342580,20.72,62.0183627,6.908671379
Karnataka,BIDAR,2014,Rabi       ,Safflower,6851,hg/ha,150100,Pesticides Use,tonnes of active ingredients,3269.99,778,118459,342580,18.18,52.97841162,6.766184468
Karnataka,BIDAR,2014,Rabi       ,Sunflower,960,hg/ha,140261,Pesticides Use,tonnes of active ingredients,3305.17,778,118459,342580,18.18,65.44340921,6.392791654
Karnataka,BIDAR,2014,Rabi       ,Wheat,4340,hg/ha,140261,Pesticides Use,tonnes of active ingredients,3340.35,778,118459,342580,28.18,55.196224,6.348316257
Karnataka,BIDAR,2014,Summer     ,Dry chillies,11,hg/ha,150460,Pesticides Use,tonnes of active ingredients,3375.53,778,118459,342580,20.72,62.88179198,6.123796057
Karnataka,BIDAR,2014,Summer     ,Groundnut,102,hg/ha,130821,Pesticides Use,tonnes of active ingredients,2550.07,778,118459,342580,27.56,57.04151119,7.428523634
Karnataka,BIDAR,2014,Summer     ,Maize,22,hg/ha,147878,Pesticides Use,tonnes of active ingredients,2185.07,778,118459,342580,19.01,50.04557009,6.020947179
Karnataka,BIDAR,2014,Summer     ,Onion,43,hg/ha,107732,Pesticides Use,tonnes of active ingredients,2185.07,778,118459,342580,26.3,53.74144743,6.334610249
Karnataka,BIDAR,2014,Summer     ,Potato,2,hg/ha,89802,Pesticides Use,tonnes of active ingredients,2185.07,778,118459,342580,24.95,66.4132686,6.78006386
Karnataka,BIDAR,2014,Summer     ,Sunflower,10,hg/ha,89663,Pesticides Use,tonnes of active ingredients,1670,1500,118459,342580,25.78,56.63636248,6.086922359
Karnataka,BIDAR,2014,Whole Year ,Cashewnut,97,hg/ha,89802,Pesticides Use,tonnes of active ingredients,1670,1500,28288,342580,22.12,67.22512329,6.362607851
Karnataka,BIDAR,2014,Whole Year ,Coconut ,19,hg/ha,107876,Pesticides Use,tonnes of active ingredients,1670,1500,28288,342580,20.72,52.12739421,6.758792552
Karnataka,BIDAR,2014,Whole Year ,Coriander,76,hg/ha,150588,Pesticides Use,tonnes of active ingredients,5727,1500,28288,342580,18.18,60.39647474,6.779832611
Karnataka,BIDAR,2014,Whole Year ,Dry ginger,902,hg/ha,129012,Pesticides Use,tonnes of active ingredients,6753,1500,28288,342580,18.18,80.90424543,6.352771037
Karnataka,BIDAR,2014,Whole Year ,Garlic,50,hg/ha,128904,Pesticides Use,tonnes of active ingredients,3303,1500,28288,342580,28.18,72.97198375,7.124050134
Karnataka,BIDAR,2014,Whole Year ,Mesta,42,hg/ha,89420,Pesticides Use,tonnes of active ingredients,1716,1500,28288,342580,20.72,73.19897535,6.998787171
Karnataka,BIDAR,2014,Whole Year ,Sannhamp,26,hg/ha,192787,Pesticides Use,tonnes of active ingredients,1664,1500,28288,342580,27.56,82.11319791,6.537914958
Karnataka,BIDAR,2014,Whole Year ,Sugarcane,28867,hg/ha,200364,Pesticides Use,tonnes of active ingredients,2599,1500,28288,342580,19.01,79.15532398,7.171054239
Karnataka,BIDAR,2014,Whole Year ,Turmeric,59,hg/ha,200526,Pesticides Use,tonnes of active ingredients,2538,1500,28288,342580,26.3,88.3313023,7.228268228
Karnataka,BIJAPUR,1997,Kharif     ,Arhar/Tur,20286,hg/ha,200364,Pesticides Use,tonnes of active ingredients,2762,1500,28288,342580,24.95,76.44048625,7.319952206
Karnataka,BIJAPUR,1997,Kharif     ,Bajra,94756,hg/ha,188679,Pesticides Use,tonnes of active ingredients,2883,1500,28288,342580,25.78,74.27607475,6.613341343
Karnataka,BIJAPUR,1997,Kharif     ,Dry chillies,2131,hg/ha,160196,Pesticides Use,tonnes of active ingredients,2918.18,1500,95332,342580,22.12,82.09053379,6.096838784
Karnataka,BIJAPUR,1997,Kharif     ,Groundnut,61771,hg/ha,200000,Pesticides Use,tonnes of active ingredients,2953.36,1500,95332,342580,20.72,83.20630007,6.132570523
Karnataka,BIJAPUR,1997,Kharif     ,Horse-gram,19447,hg/ha,162128,Pesticides Use,tonnes of active ingredients,2988.54,1500,95332,342580,18.18,84.09985284,7.36008498
Karnataka,BIJAPUR,1997,Kharif     ,Jowar,10562,hg/ha,154000,Pesticides Use,tonnes of active ingredients,3023.72,1500,95332,342580,18.18,79.46283115,7.321619041
Karnataka,BIJAPUR,1997,Kharif     ,Maize,37593,hg/ha,134464,Pesticides Use,tonnes of active ingredients,3058.9,1500,95332,342580,28.18,74.89465426,7.175170657
Karnataka,BIJAPUR,1997,Kharif     ,Paddy,450,hg/ha,63974,Pesticides Use,tonnes of active ingredients,3094.08,1500,95332,342580,20.72,86.97061481,7.299076163
Karnataka,BIJAPUR,1997,Kharif     ,Rice,450,hg/ha,94828,Pesticides Use,tonnes of active ingredients,3129.26,1500,95332,342580,27.56,79.47557931,6.842966479
Karnataka,BIJAPUR,1997,Rabi       ,Dry chillies,300,hg/ha,107143,Pesticides Use,tonnes of active ingredients,3164.45,1500,95332,342580,19.01,82.09281674,6.356295568
Karnataka,BIJAPUR,1997,Rabi       ,Groundnut,19465,hg/ha,123077,Pesticides Use,tonnes of active ingredients,3199.63,1500,95332,342580,26.3,76.66724969,6.508342839
Karnataka,BIJAPUR,1997,Rabi       ,Horse-gram,7659,hg/ha,133333,Pesticides Use,tonnes of active ingredients,3234.81,778,95332,342580,24.95,89.86454053,7.098227926
Karnataka,BIJAPUR,1997,Rabi       ,Jowar,510692,hg/ha,150000,Pesticides Use,tonnes of active ingredients,3269.99,778,95332,342580,25.78,78.00774772,6.310699968
Karnataka,BIJAPUR,1997,Rabi       ,Maize,15892,hg/ha,158333,Pesticides Use,tonnes of active ingredients,3305.17,778,146230,345026,21.74,78.20392774,7.093328631
Karnataka,BIJAPUR,1997,Rabi       ,Wheat,60800,hg/ha,183704,Pesticides Use,tonnes of active ingredients,3340.35,778,146230,345026,20.33,81.13449097,6.691074249
Karnataka,BIJAPUR,1997,Summer     ,Jowar,29,hg/ha,200000,Pesticides Use,tonnes of active ingredients,3375.53,778,146230,345026,18.01,80.57226761,6.187746776
Karnataka,BIJAPUR,1997,Summer     ,Maize,2758,hg/ha,226667,Pesticides Use,tonnes of active ingredients,2550.07,778,146230,345026,18.01,86.20899734,6.491506245
Karnataka,BIJAPUR,1997,Whole Year ,Coriander,400,hg/ha,222222,Pesticides Use,tonnes of active ingredients,2185.07,778,146230,345026,27.36,78.51063754,6.855362875
Karnataka,BIJAPUR,1997,Whole Year ,Garlic,152,hg/ha,234543,Pesticides Use,tonnes of active ingredients,2185.07,778,146230,345026,20.33,71.14782585,7.124571593
Karnataka,BIJAPUR,1997,Whole Year ,Sugarcane,56484,hg/ha,225000,Pesticides Use,tonnes of active ingredients,2185.07,778,146230,345026,27.29,79.1188943,6.067302109
Karnataka,BIJAPUR,1997,Whole Year ,Turmeric,375,hg/ha,250000,Pesticides Use,tonnes of active ingredients,1670,1500,146230,345026,18.82,71.23690851,6.432051512
Karnataka,BIJAPUR,1998,Kharif     ,Arhar/Tur,14304,hg/ha,273846,Pesticides Use,tonnes of active ingredients,1670,1500,146230,345026,25.89,73.48655995,6.253408852
Karnataka,BIJAPUR,1998,Kharif     ,Bajra,88693,hg/ha,273846,Pesticides Use,tonnes of active ingredients,1670,1500,146230,345026,24.32,77.17331847,7.287318723
Karnataka,BIJAPUR,1998,Kharif     ,Castor seed,157,hg/ha,235769,Pesticides Use,tonnes of active ingredients,5727,1500,146230,345026,25.28,80.94023552,7.161865733
Karnataka,BIJAPUR,1998,Kharif     ,Cotton(lint),8727,hg/ha,257143,Pesticides Use,tonnes of active ingredients,6753,1500,42107,345026,21.74,86.84264005,6.065898283
Karnataka,BIJAPUR,1998,Kharif     ,Groundnut,56125,hg/ha,244444,Pesticides Use,tonnes of active ingredients,3303,1500,42107,345026,20.33,70.95705996,7.311077075
Karnataka,BIJAPUR,1998,Kharif     ,Horse-gram,25876,hg/ha,240000,Pesticides Use,tonnes of active ingredients,1716,1500,42107,345026,18.01,79.79609448,6.581693772
Karnataka,BIJAPUR,1998,Kharif     ,Jowar,1374,hg/ha,227273,Pesticides Use,tonnes of active ingredients,1664,1500,42107,345026,18.01,73.96164569,6.732826127
Karnataka,BIJAPUR,1998,Kharif     ,Maize,5751,hg/ha,240000,Pesticides Use,tonnes of active ingredients,2599,1500,42107,345026,27.36,74.36794079,6.014572075
Karnataka,BIJAPUR,1998,Kharif     ,Moong(Green Gram),20519,hg/ha,222222,Pesticides Use,tonnes of active ingredients,2538,1500,42107,345026,20.33,75.99987588,6.663559451
Karnataka,BIJAPUR,1998,Kharif     ,Niger seed,450,hg/ha,220000,Pesticides Use,tonnes of active ingredients,2762,1500,42107,345026,27.29,73.65346838,6.434610995
Karnataka,BIJAPUR,1998,Kharif     ,Onion,4970,hg/ha,250000,Pesticides Use,tonnes of active ingredients,2883,1500,42107,345026,18.82,89.05587886,7.432768147
Karnataka,BIJAPUR,1998,Kharif     ,Peas & beans (Pulses),28,hg/ha,234286,Pesticides Use,tonnes of active ingredients,2918.18,1500,42107,345026,25.89,86.14290267,6.987332927
Karnataka,BIJAPUR,1998,Kharif     ,Rice,394,hg/ha,225000,Pesticides Use,tonnes of active ingredients,2953.36,1500,42107,345026,24.32,86.79261344,6.718725189
Karnataka,BIJAPUR,1998,Kharif     ,Sesamum,1469,hg/ha,244444,Pesticides Use,tonnes of active ingredients,2988.54,1500,42107,345026,25.28,88.07112278,6.880204617
Karnataka,BIJAPUR,1998,Kharif     ,Soyabean,132,hg/ha,242629,Pesticides Use,tonnes of active ingredients,3023.72,1500,262528,345026,21.74,81.68688879,6.86106911
Karnataka,BIJAPUR,1998,Kharif     ,Sunflower,68412,hg/ha,242226,Pesticides Use,tonnes of active ingredients,3058.9,1500,262528,345026,20.33,82.286484,6.7693455
Karnataka,BIJAPUR,1998,Rabi       ,Gram,48080,hg/ha,241997,Pesticides Use,tonnes of active ingredients,3094.08,1500,262528,345026,18.01,73.81994896,7.26158085
Karnataka,BIJAPUR,1998,Rabi       ,Groundnut,10311,hg/ha,241474,Pesticides Use,tonnes of active ingredients,3129.26,1500,262528,345026,18.01,57.36469955,7.261313694
Karnataka,BIJAPUR,1998,Rabi       ,Horse-gram,2402,hg/ha,244444,Pesticides Use,tonnes of active ingredients,3164.45,1500,262528,345026,27.36,55.32222678,7.235070264
Karnataka,BIJAPUR,1998,Rabi       ,Jowar,293441,hg/ha,244444,Pesticides Use,tonnes of active ingredients,3199.63,1500,262528,345026,20.33,52.88667115,7.18915558
Karnataka,BIJAPUR,1998,Rabi       ,Linseed,6394,hg/ha,241319,Pesticides Use,tonnes of active ingredients,3234.81,778,262528,345026,27.29,56.18107663,6.431899748
Karnataka,BIJAPUR,1998,Rabi       ,Maize,4216,hg/ha,241187,Pesticides Use,tonnes of active ingredients,3269.99,778,262528,345026,18.82,60.39523266,6.42321105
Karnataka,BIJAPUR,1998,Rabi       ,Moong(Green Gram),5,hg/ha,242159,Pesticides Use,tonnes of active ingredients,3305.17,778,262528,345026,25.89,52.26994674,6.869720196
Karnataka,BIJAPUR,1998,Rabi       ,Onion,1859,hg/ha,56250,Pesticides Use,tonnes of active ingredients,3340.35,778,262528,345026,24.32,50.40609436,6.973839707
Karnataka,BIJAPUR,1998,Rabi       ,Safflower,11372,hg/ha,56667,Pesticides Use,tonnes of active ingredients,3375.53,778,262528,345026,25.28,63.65861483,7.184801627
Karnataka,BIJAPUR,1998,Rabi       ,Sunflower,91855,hg/ha,57647,Pesticides Use,tonnes of active ingredients,2550.07,778,48956,345026,21.74,51.11044023,6.351823783
Karnataka,BIJAPUR,1998,Rabi       ,Wheat,62688,hg/ha,56500,Pesticides Use,tonnes of active ingredients,2185.07,778,48956,345026,20.33,69.35161206,6.392048018
Karnataka,BIJAPUR,1998,Summer     ,Jowar,190,hg/ha,57895,Pesticides Use,tonnes of active ingredients,2185.07,778,48956,345026,18.01,55.55164819,6.119892347
Karnataka,BIJAPUR,1998,Summer     ,Maize,2203,hg/ha,56667,Pesticides Use,tonnes of active ingredients,2185.07,778,48956,345026,18.01,52.50987966,6.910823945
Karnataka,BIJAPUR,1998,Summer     ,Onion,281,hg/ha,56875,Pesticides Use,tonnes of active ingredients,1670,1500,48956,345026,27.36,57.27927475,6.501157208
Karnataka,BIJAPUR,1998,Summer     ,Sunflower,2749,hg/ha,56875,Pesticides Use,tonnes of active ingredients,1670,1500,48956,345026,20.33,51.93952357,7.027585559
Karnataka,BIJAPUR,1998,Whole Year ,Coconut ,150,hg/ha,28571,Pesticides Use,tonnes of active ingredients,1670,1500,48956,345026,27.29,55.99375012,7.13411409
Karnataka,BIJAPUR,1998,Whole Year ,Coriander,381,hg/ha,68125,Pesticides Use,tonnes of active ingredients,5727,1500,48956,345026,18.82,62.26244581,6.647765997
Karnataka,BIJAPUR,1998,Whole Year ,Dry chillies,2276,hg/ha,68000,Pesticides Use,tonnes of active ingredients,6753,1500,48956,345026,25.89,68.00096043,6.703270635
Karnataka,BIJAPUR,1998,Whole Year ,Garlic,136,hg/ha,70000,Pesticides Use,tonnes of active ingredients,3303,1500,48956,345026,24.32,52.95261751,7.493191968
Karnataka,BIJAPUR,1998,Whole Year ,Turmeric,74,hg/ha,80000,Pesticides Use,tonnes of active ingredients,1716,1500,48956,345026,25.28,60.5160021,6.724688503
Karnataka,BIJAPUR,1999,Kharif     ,Arhar/Tur,20462,hg/ha,80000,Pesticides Use,tonnes of active ingredients,1664,1500,25497,345026,21.74,57.53161469,6.043485685
Karnataka,BIJAPUR,1999,Kharif     ,Bajra,114012,hg/ha,80000,Pesticides Use,tonnes of active ingredients,2599,1500,25497,345026,20.33,57.72920846,7.101661011
Karnataka,BIJAPUR,1999,Kharif     ,Castor seed,33,hg/ha,80000,Pesticides Use,tonnes of active ingredients,2538,1500,25497,345026,18.01,60.49244602,7.466900683
Karnataka,BIJAPUR,1999,Kharif     ,Cotton(lint),7198,hg/ha,63333,Pesticides Use,tonnes of active ingredients,2762,1500,25497,345026,18.01,51.29043632,6.877799264
Karnataka,BIJAPUR,1999,Kharif     ,Groundnut,50061,hg/ha,70000,Pesticides Use,tonnes of active ingredients,2883,1500,25497,345026,27.36,62.65692638,6.410992833
Karnataka,BIJAPUR,1999,Kharif     ,Horse-gram,21934,hg/ha,67391,Pesticides Use,tonnes of active ingredients,2918.18,1500,25497,345026,20.33,66.76090123,7.393825704
Karnataka,BIJAPUR,1999,Kharif     ,Jowar,1420,hg/ha,66000,Pesticides Use,tonnes of active ingredients,2953.36,1500,25497,345026,27.29,66.99765375,7.482414225
Karnataka,BIJAPUR,1999,Kharif     ,Maize,10145,hg/ha,66667,Pesticides Use,tonnes of active ingredients,2988.54,1500,25497,345026,18.82,52.89368299,6.081172981
Karnataka,BIJAPUR,1999,Kharif     ,Moong(Green Gram),38888,hg/ha,75000,Pesticides Use,tonnes of active ingredients,3023.72,1500,25497,345026,25.89,68.49299897,6.516312148
Karnataka,BIJAPUR,1999,Kharif     ,Niger seed,742,hg/ha,71429,Pesticides Use,tonnes of active ingredients,3058.9,1500,25497,345026,24.32,55.27564977,6.043330951
Karnataka,BIJAPUR,1999,Kharif     ,Other Kharif pulses,12168,hg/ha,75000,Pesticides Use,tonnes of active ingredients,3094.08,1500,25497,345026,25.28,52.13864034,6.959404135
Karnataka,BIJAPUR,1999,Kharif     ,Rice,365,hg/ha,80000,Pesticides Use,tonnes of active ingredients,3129.26,1500,31214,345026,21.74,51.29142534,7.238109556
Karnataka,BIJAPUR,1999,Kharif     ,Sesamum,1627,hg/ha,75000,Pesticides Use,tonnes of active ingredients,3164.45,1500,31214,345026,20.33,64.72543073,7.234258375
Karnataka,BIJAPUR,1999,Kharif     ,Small millets,290,hg/ha,80000,Pesticides Use,tonnes of active ingredients,3199.63,1500,31214,345026,18.01,51.59100753,6.691541233
